Save File As,Default
File Name,default
Test Time,1000
Show Relative Dose,FALSE
Calibration Factor,1.0
Temperature Correction,0.0
Reference diff Voltage,1000.0
Integrator Mode,TRUE
Integration Time,160
Reset Time,500
Facility,Blue Physics
Investigator,Marcos
Source,Light
Brand,Elekta
Particles,Photons
Energy,6
Dose Rate,300
Gantry,0
Collimator,0
Couch,0
Field Size X1,5.0
Field Size X2,5.0
Field Size Y1,6.4
Field Size Y2,5.0
Ion Chamber,199.5
Setup,SSD
Distance,100
MU,100
PS,57000
Transducer Type,MPPC S13360-1325CS
Sensor Type,Fiber
Sensor Size,3
Fiber Diameter,0.25
Fiber Length,99
Sensor Position X,0.0
Sensor Position Y,0.0
Sensor Position Z,0.0
Reference Fiber Diameter,0.25
Reference Fiber Length,99
Comments,Test
time,temp,ch0,ch1,PS,-12V,5V,10.58V
20.2000,28.1250,0.0825,0.1211,57.0016,10.6165,5.0182,9.6143
20.3000,28.1250,0.1091,0.1095,57.0016,10.6165,5.0182,9.6143
20.4000,28.1250,0.0900,0.1076,57.0016,10.6165,5.0182,9.6143
20.5000,28.1250,0.0885,0.1192,57.0016,10.6165,5.0181,9.6143
20.6000,28.1250,0.1084,0.1275,57.0016,10.6165,5.0182,9.6143
20.7000,28.1250,0.1177,0.1166,57.0016,10.6165,5.0181,9.6143
20.8000,28.1250,0.1042,0.1185,57.0016,10.6165,5.0182,9.6143
20.9000,28.1250,0.1095,0.1230,57.0016,10.6165,5.0182,9.6143
21.0000,28.1875,0.1136,0.1024,57.0040,10.6165,5.0182,9.6143
21.1000,28.1875,0.1046,0.1215,57.0016,10.6165,5.0182,9.6143
21.2000,28.1875,0.1125,0.1279,57.0016,10.6165,5.0182,9.6143
21.3000,28.1250,0.1192,0.1200,57.0016,10.6165,5.0182,9.6143
21.4000,28.1250,0.1072,0.1215,57.0016,10.6165,5.0182,9.6143
21.5000,28.1875,0.1151,0.1174,57.0016,10.6165,5.0182,9.6143
21.6000,28.1875,0.1155,0.1335,57.0016,10.6165,5.0182,9.6143
21.7000,28.1875,0.1114,0.1230,57.0016,10.6165,5.0182,9.6143
21.8000,28.1250,0.1001,0.1147,57.0016,10.6165,5.0182,9.6143
21.9000,28.1250,0.1144,0.1331,57.0016,10.6165,5.0182,9.6143
22.0000,28.1250,0.1181,0.1147,57.0016,10.6165,5.0182,9.6143
22.1000,28.1250,0.1035,0.1125,57.0016,10.6165,5.0182,9.6143
22.2000,28.1250,0.1305,0.1361,57.0040,10.6165,5.0182,9.6143
22.3000,28.1250,0.1058,0.1204,57.0016,10.6165,5.0182,9.6143
22.4000,28.1250,0.0896,0.1343,57.0016,10.6165,5.0182,9.6143
22.5000,28.1250,0.1072,0.1196,57.0016,10.6165,5.0182,9.6143
