Save File As,Custom
File Name,longtemp2
Test Time,1000
Show Relative Dose,FALSE
Calibration Factor,1.0
Temperature Correction,0.0
Reference diff Voltage,1000.0
Integrator Mode,TRUE
Integration Time,160
Reset Time,500
Facility,Blue Physics
Investigator,Marcos
Source,Light
Brand,Elekta
Particles,Photons
Energy,6
Dose Rate,300
Gantry,0
Collimator,0
Couch,0
Field Size X1,5.0
Field Size X2,5.0
Field Size Y1,6.4
Field Size Y2,5.0
Ion Chamber,199.5
Setup,SSD
Distance,100
MU,100
PS,57000
Transducer Type,MPPC S13360-1325CS
Sensor Type,Fiber
Sensor Size,3
Fiber Diameter,0.25
Fiber Length,99
Sensor Position X,0.0
Sensor Position Y,0.0
Sensor Position Z,0.0
Reference Fiber Diameter,0.25
Reference Fiber Length,99
Comments,Test
time,temp,ch0,ch1,PS,-12V,5V,10.58V
734.4000,26.3125,0.4875,10.1595,57.0040,10.6206,5.0182,9.6135
734.5000,26.3125,0.5179,10.0470,57.0040,10.6206,5.0182,9.6135
734.6000,26.2500,0.4897,10.2090,57.0040,10.6210,5.0182,9.6135
734.7000,26.2500,0.5002,10.2015,57.0040,10.6206,5.0184,9.6135
734.8000,26.2500,0.5284,10.3710,57.0040,10.6206,5.0184,9.6135
734.9000,26.3125,0.5100,10.1231,57.0040,10.6206,5.0184,9.6135
735.0000,26.3125,0.4961,10.1490,57.0064,10.6206,5.0182,9.6135
735.1000,26.3125,0.5115,10.2210,57.0040,10.6206,5.0182,9.6135
735.2000,26.3125,0.5190,10.1610,57.0040,10.6206,5.0182,9.6135
735.3000,26.3125,0.5096,10.1820,57.0040,10.6206,5.0182,9.6135
735.4000,26.3125,0.4976,10.1786,57.0064,10.6206,5.0184,9.6135
735.5000,26.3125,0.5074,10.1610,57.0040,10.6206,5.0182,9.6135
735.6000,26.3125,0.5066,10.1670,57.0040,10.6206,5.0182,9.6135
735.7000,26.3125,0.5156,10.1434,57.0040,10.6206,5.0182,9.6135
735.8000,26.3125,0.5119,10.1190,57.0040,10.6206,5.0184,9.6135
735.9000,26.3125,0.5254,10.1730,57.0040,10.6206,5.0182,9.6135
736.0000,26.3125,0.4946,10.1460,57.0040,10.6206,5.0184,9.6135
736.1000,26.3125,0.5130,10.1006,57.0040,10.6206,5.0182,9.6135
736.2000,26.3125,0.5096,10.2022,57.0064,10.6206,5.0184,9.6135
736.3000,26.3125,0.4856,10.1051,57.0064,10.6206,5.0182,9.6135
736.4000,26.3125,0.5126,10.1389,57.0040,10.6210,5.0182,9.6135
736.5000,26.3125,0.5145,10.1730,57.0064,10.6206,5.0184,9.6131
736.6000,26.3125,0.4984,10.1644,57.0064,10.6210,5.0182,9.6135
736.7000,26.3125,0.5239,10.3286,57.0064,10.6206,5.0184,9.6135
736.8000,26.3125,0.5070,10.1377,57.0064,10.6206,5.0182,9.6135
736.9000,26.3125,0.5081,10.1610,57.0040,10.6206,5.0182,9.6135
737.0000,26.3125,0.4939,10.2660,57.0040,10.6210,5.0184,9.6135
737.1000,26.3125,0.4931,10.1490,57.0040,10.6206,5.0182,9.6135
737.2000,26.3125,0.5051,10.1730,57.0040,10.6206,5.0182,9.6135
737.3000,26.3125,0.5025,10.1730,57.0040,10.6206,5.0184,9.6135
737.4000,26.3125,0.5160,10.1377,57.0040,10.6206,5.0184,9.6135
737.5000,26.3125,0.4823,10.1700,57.0040,10.6206,5.0184,9.6135
737.6000,26.3125,0.4965,10.1846,57.0064,10.6206,5.0184,9.6135
737.7000,26.3125,0.4995,10.1126,57.0040,10.6206,5.0184,9.6135
737.8000,26.3125,0.4871,10.1850,57.0040,10.6206,5.0182,9.6135
737.9000,26.3125,0.4811,10.1970,57.0040,10.6206,5.0182,9.6135
738.0000,26.3125,0.4972,10.1182,57.0040,10.6210,5.0184,9.6135
738.1000,26.3125,0.5205,10.1730,57.0040,10.6210,5.0182,9.6135
738.2000,26.3125,0.5066,10.1783,57.0040,10.6206,5.0182,9.6135
738.3000,26.3125,0.5224,10.0751,57.0040,10.6206,5.0184,9.6135
738.4000,26.3125,0.5092,10.1610,57.0064,10.6206,5.0184,9.6135
738.5000,26.3125,0.4852,10.1786,57.0040,10.6210,5.0182,9.6135
738.6000,26.3125,0.4807,10.3530,57.0040,10.6206,5.0184,9.6135
738.7000,26.3125,0.4950,10.1730,57.0040,10.6210,5.0182,9.6135
738.8000,26.3750,0.5291,10.1370,57.0064,10.6206,5.0182,9.6135
738.9000,26.3750,0.5160,10.2660,57.0040,10.6206,5.0182,9.6135
739.0000,26.3125,0.5089,10.1655,57.0040,10.6206,5.0184,9.6135
739.1000,26.3125,0.5205,10.1426,57.0040,10.6206,5.0184,9.6135
739.2000,26.3125,0.5070,10.2810,57.0040,10.6206,5.0182,9.6135
739.3000,26.3125,0.4931,10.1730,57.0064,10.6206,5.0184,9.6135
739.4000,26.3125,0.4980,10.1213,57.0040,10.6206,5.0182,9.6135
739.5000,26.3125,0.5014,10.1318,57.0040,10.6206,5.0184,9.6135
739.6000,26.3125,0.5033,10.1730,57.0040,10.6210,5.0184,9.6135
739.7000,26.3125,0.5104,10.1047,57.0040,10.6206,5.0184,9.6135
739.8000,26.3125,0.5070,10.1490,57.0064,10.6206,5.0184,9.6135
739.9000,26.3125,0.5107,10.1528,57.0040,10.6210,5.0184,9.6135
740.0000,26.3125,0.5242,10.1610,57.0064,10.6210,5.0184,9.6135
